Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
10234547115,"Nov 17, 2023, 2:58:17 PM",Morning Run,Run,,2159,5.24,185.0,99,false,,,activities/10234547115.gpx,,,2159.0,1804.0,5241.7,4.428,2.906,21.4,21.5,2.6,18.1,6.4,0.0,,,,,,174.0,,,,,,99.0,,,,,,,,,,,,,0.0,,1.0,5251.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.428,1152.8,,,,4984.0,,,,,,,,,,,,,""
10239930951,"Nov 18, 2023, 2:01:14 PM",Morning Run,Run,With [strava://athletes/109775213/10]Annie King,2156,4.78,172.0,60,false,,,activities/10239930951.gpx,,,2156.0,1834.0,4785.4,4.512,2.609,8.3,8.5,4.2,8.4,5.3,0.0,,,,,,160.0,,,,,,60.0,,,,,,,,,,,0.0,,0.0,,1.0,4773.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.22,869.1,,,,4876.0,,,,,,,,,,,,,""
10246189200,"Nov 19, 2023, 1:59:35 PM",Morning Run,Run,I’m The Best by Nicki Minaj,2115,5.41,177.0,70,false,,,activities/10246189200.gpx,,,2115.0,1803.0,5414.9,4.644,3.003,9.9,10.5,4.3,12.4,7.7,0.0,,,,,,164.0,,,,,,70.0,,,,,,,,,,,0.0,,0.0,,1.0,5397.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.56,0.0,,,,5094.0,,,,,,,,,,,,,""
10250627822,"Nov 20, 2023, 11:19:55 AM",BIRTHDAY RUN 🎉,Run,"",3124,7.81,176.0,65,false,,,activities/10250627822.gpx,,,3124.0,2966.0,7815.0,5.062,2.635,27.8,27.9,3.1,12.7,7.7,0.0,,,,,,151.0,,,,,,65.0,,,,,,,,,,,0.0,,0.0,,1.0,7798.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.502,2.6,,,,7996.0,,,,,,,,,,,,,""
10256633076,"Nov 21, 2023, 12:18:33 PM",Morning Run,Run,,3739,8.46,181.0,120,false,,,activities/10256633076.gpx,,,3739.0,3001.0,8467.5,4.532,2.822,37.2,35.0,2.8,18.1,7.0,0.0,,,,,,165.0,,,,,,120.0,,,,,,,,,,,,,0.0,,1.0,8489.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.265,492.1,,,,8580.0,,,,,,,,,,,,,""
10264051187,"Nov 22, 2023, 5:40:16 PM",Lunch Run,Run,I hate the treadmill,3005,8.29,174.0,104,false,,HOKA Clifton 9,activities/10264051187.gpx,,,3005.0,3005.0,8298.7,3.326,2.762,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,162.0,,,,,,104.0,,,,,,,,,,,0.0,,0.0,,1.0,8298.7,,,,,,,,,,,,,,,,15541073.0,,,,,,,,,,0.0,2.762,0.0,,,,8096.0,,,,,,,,,,,,,""
10270460233,"Nov 23, 2023, 1:19:57 PM",Morning Run,Run,"Warmup -> Fartlek -> cooldown 
1-2-3-2-1-2-3-2-1
Mile -> threshold",2928,7.21,184.0,110,false,,HOKA Clifton 9,activities/10997169472.fit.gz,,,2928.0,2711.0,7209.8,5.45,2.659,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,163.0,,,313.0,,,110.0,,,,,,,,,,,0.0,,0.0,,1.0,7330.3,,,,,,,,,,,,,,,,15541073.0,,,,,,,,,,0.0,2.462,0.0,,,,6784.0,,,,,,,,,,,,,""
10273779304,"Nov 24, 2023, 1:40:32 PM",Morning Run,Run,"",3302,9.14,181.0,163,false,,HOKA Clifton 9,activities/10273779304.gpx,,,3302.0,3043.0,9148.3,4.399,3.006,49.0,49.0,-0.6,24.6,36.4,0.0,,,,,,172.0,,,,,,163.0,,,,,,,,,,,0.0,,0.0,,1.0,9162.5,1700830848.0,1.0,4.9,2.8,2.0,0.81,1017.8,2.5,7.5,278.0,0.0,1700826240.0,1700860672.0,0.375,,15541073.0,0.0,1.0,0.24,24532.0,0.0,,,,,0.0,2.771,0.0,,,,8902.0,,,,,,,,,,,,,media/AEAA5E9D-BF65-473D-92CC-52F69ABFEFD0.jpg
10280254258,"Nov 25, 2023, 3:52:20 PM",Morning Run,Run,,5459,15.11,179.0,213,false,,HOKA Clifton 9,activities/10280254258.gpx,,,5459.0,5166.0,15109.5,4.21,2.925,78.0,78.1,0.7,24.1,45.1,0.0,,,,,,166.0,,,,,,213.0,,,,,,,,,,,,,0.0,,1.0,15152.3,1700924416.0,1.0,0.1,-3.9,-10.9,0.44,1029.7,3.6,6.9,344.0,0.0,1700912640.0,1700947072.0,0.375,,15541073.0,0.0,1.0,0.0,40185.0,1.0,,,,,0.0,2.768,0.0,,,,15008.0,,,,,,,,,,,,,""
10285522610,"Nov 26, 2023, 2:41:10 PM",Morning Run,Run,,2362,6.62,172.0,89,false,,HOKA Clifton 9,activities/10285522610.gpx,,,2362.0,2311.0,6619.3,3.794,2.864,14.6,12.5,22.9,35.4,4.0,0.0,,,,,,165.0,,,,,,89.0,,,,,,,,,,,,,0.0,,1.0,6595.9,1701007232.0,3.0,1.9,0.4,-0.5,0.84,1026.3,1.5,4.5,170.0,0.0,1700999168.0,1701033344.0,0.5,,15541073.0,0.72,5.0,0.78,27605.0,1.0,,,,,0.0,2.802,0.0,,,,6438.0,,,,,,,,,,,,,""
10294836430,"Nov 28, 2023, 11:20:41 AM",Morning Run,Run,,4378,10.34,177.0,118,false,,HOKA Clifton 9,activities/10294836430.gpx,,,4378.0,3803.0,10344.8,4.78,2.72,84.1,84.1,4.9,56.5,8.4,0.0,,,,,,158.0,,,,,,118.0,,,,,,,,,,,,,0.0,,1.0,10437.2,1701169152.0,3.0,0.6,-3.5,-4.3,0.7,1006.2,4.0,9.6,269.0,0.0,1701172224.0,1701206016.0,0.625,,15541073.0,0.0,1.0,0.72,30428.0,0.0,,,,,0.0,2.363,93.9,,,,10726.0,,,,,,,,,,,,,""
10326698512,"Dec 1, 2023, 11:15:00 AM",Morning Run,Run,,1993,4.29,172.0,21,false,,HOKA Clifton 9,activities/10326698512.gpx,,,1993.0,1659.0,4289.3,4.508,2.585,11.3,11.2,3.3,11.4,8.1,0.0,,,,,,141.0,,,,,,21.0,,,,,,,,,,,,,0.0,,1.0,4306.0,1701428352.0,1.0,5.0,1.9,1.0,0.76,1020.2,3.8,8.9,224.0,0.0,1701431680.0,1701465216.0,0.625,,15541073.0,0.65,5.0,0.06,31394.0,0.0,,,,,0.0,2.152,940.2,,,,4614.0,,,,,,,,,,,,,""
10326698715,"Dec 4, 2023, 11:32:09 AM",Morning Run,Run,"3x Mile + 2x 150
WU-> 7:22 -> 7:29 -> 7:35 -> CD",5321,10.36,191.0,145,false,,HOKA Clifton 9,activities/10326698715.gpx,,,5321.0,3530.0,10367.0,9.172,2.937,78.1,78.0,4.1,16.0,18.5,0.0,,,,,,167.0,,,,,,145.0,,,,,,,,,,,0.0,,0.0,,1.0,10456.6,1701687552.0,3.0,4.0,1.0,4.0,1.0,1004.7,3.4,6.2,287.0,0.2,1701691008.0,1701724288.0,0.875,,15541073.0,0.76,5.0,0.74,16307.0,0.0,,,,,0.0,1.948,9.1,,,,10962.0,,,,,,,,,,,,,""
10331833338,"Dec 5, 2023, 11:29:46 AM",Morning Run,Run,,4356,9.67,173.0,75,false,,HOKA Clifton 9,activities/10331833338.gpx,,,4356.0,3617.0,9678.9,5.974,2.676,30.2,30.2,3.3,18.1,17.2,0.0,,,,,,149.0,,,,,,75.0,,,,,,,,,,,,,0.0,,1.0,9702.0,1701773952.0,2.0,1.8,-2.0,-1.5,0.79,1013.2,3.9,8.8,327.0,0.0,1701777408.0,1701810688.0,0.75,,15541073.0,0.0,1.0,0.45,31705.0,0.0,,,,,0.0,2.222,237.1,,,,10258.0,,,,,,,,,,,,,""
10338400944,"Dec 6, 2023, 3:16:56 PM",Morning Run,Run,,3588,8.62,176.0,112,false,,HOKA Clifton 9,activities/10338400944.gpx,,,3588.0,3001.0,8621.1,5.212,2.873,31.6,32.8,2.7,18.1,7.6,0.0,,,,,,163.0,,,,,,112.0,,,,,,,,,,,,,0.0,,1.0,8632.6,1701874816.0,3.0,-0.4,-4.8,-4.4,0.74,1016.0,3.9,6.7,359.0,0.0,1701863936.0,1701897088.0,0.875,,15541073.0,0.0,1.0,0.86,22025.0,1.0,,,,,0.0,2.403,145.8,,,,8356.0,,,,,,,,,,,,,""
10342763343,"Dec 7, 2023, 11:40:09 AM",Morning Run,Run,"WU -> 4x (800,400,400)->CD",5183,7.74,190.0,90,false,,HOKA Clifton 9,activities/10342763343.gpx,,,5183.0,2546.0,7747.2,6.959,3.043,54.5,54.2,4.2,13.2,49.1,0.0,,,,,,166.0,,,,,,90.0,,,,,,,,,,,0.0,,0.0,,1.0,7909.0,1701946752.0,1.0,-5.9,-10.3,-10.1,0.72,1015.9,2.7,4.9,309.0,0.0,1701950336.0,1701983488.0,0.875,,15541073.0,0.0,1.0,0.27,33342.0,0.0,,,,,0.0,1.495,0.0,,,,8388.0,,,,,,,,,,,,,""
10347881451,"Dec 8, 2023, 12:59:33 PM",Morning Run,Run,,2288,5.11,175.0,34,false,,HOKA Clifton 9,activities/10347881451.gpx,,,2288.0,1845.0,5112.8,5.146,2.771,11.7,12.7,3.5,8.4,3.6,0.0,,,,,,147.0,,,,,,34.0,,,,,,,,,,,,,0.0,,1.0,5101.8,1702036736.0,1.0,-3.6,-6.1,-5.9,0.84,1020.9,1.7,2.5,284.0,0.0,1702036864.0,1702069888.0,0.875,,15541073.0,0.0,1.0,0.31,24841.0,0.0,,,,,0.0,2.235,8.0,,,,5196.0,,,,,,,,,,,,,""
10354346190,"Dec 9, 2023, 4:07:19 PM",Lunch Run,Run,,7071,16.10,177.0,225,false,,HOKA Clifton 9,activities/10354346190.gpx,,,7071.0,5762.0,16101.7,8.24,2.794,102.1,103.7,3.5,56.5,43.3,0.0,,,,,,164.0,,,,,,225.0,,,,,,,,,,,,,0.0,,1.0,16299.1,1702137600.0,3.0,9.8,8.6,4.9,0.72,1025.2,2.6,6.2,177.0,0.0,1702123264.0,1702156288.0,0.875,,15541073.0,0.0,1.0,0.66,30676.0,2.0,,,,,0.0,2.277,3804.5,,,,16614.0,,,,,,,,,,,,,""
10359274380,"Dec 10, 2023, 2:28:49 PM",Morning Run,Run,,4162,8.54,174.0,112,false,,HOKA Clifton 9,activities/10359274380.gpx,,,4162.0,3302.0,8543.4,7.772,2.587,32.3,32.4,2.9,20.4,14.6,0.0,,,,,,162.0,,,,,,112.0,,,,,,,,,,,,,0.0,,1.0,8570.0,1702216832.0,3.0,10.7,10.1,8.4,0.86,1017.1,3.8,8.8,185.0,0.0,1702209792.0,1702242688.0,0.875,,15541073.0,0.9,5.0,0.83,22565.0,1.0,,,,,0.0,2.053,0.0,,,,9610.0,,,,,,,,,,,,,""
10364433448,"Dec 11, 2023, 4:59:46 PM",Lunch Run,Run,WU->(3-1-2-1)-> 20min tempo -> 4x 30sec -> CD,4223,9.82,180.0,138,false,,HOKA Clifton 9,activities/11094925313.fit.gz,,,4223.0,3411.0,9828.6,9.136,2.881,27.2,28.2,4.0,12.4,17.9,0.0,,,,,,166.0,,,416.0,,,138.0,,,,,,,,,,,0.0,,0.0,,1.0,10864.8,1702310400.0,3.0,6.1,2.1,3.8,0.85,1000.4,6.6,14.3,294.0,0.0,1702296192.0,1702329088.0,0.875,,15541073.0,0.98,5.0,0.96,14983.0,1.0,,,,,0.0,2.327,5.7,,,,10038.0,,,,,,,,,,,,,""
10369591366,"Dec 12, 2023, 3:54:32 PM",Morning Run,Run,,6087,11.61,168.0,89,false,,HOKA Clifton 9,activities/10369591366.gpx,,,6087.0,4212.0,11610.9,6.618,2.757,35.9,35.6,3.4,17.8,24.3,0.0,,,,,,151.0,,,,,,89.0,,,,,,,,,,,,,0.0,,1.0,11662.9,1702393216.0,1.0,3.1,0.0,-2.7,0.66,1027.4,3.4,7.1,243.0,0.0,1702382592.0,1702415488.0,0.875,,15541073.0,0.0,1.0,0.05,30451.0,1.0,,,,,0.0,1.907,39.8,,,,12688.0,,,,,,,,,,,,,""
10384429690,"Dec 15, 2023, 2:49:27 PM",Morning Run,Run,,2554,5.50,175.0,58,false,,HOKA Clifton 9,activities/10384429690.gpx,,,2554.0,1914.0,5506.3,5.484,2.877,25.2,25.2,22.8,38.4,39.8,0.0,,,,,,160.0,,,,,,58.0,,,,,,,,,,,,,0.0,,1.0,5536.9,1702648832.0,1.0,4.5,0.8,-0.5,0.7,1025.5,4.9,11.1,252.0,0.0,1702641792.0,1702674816.0,0.125,,15541073.0,0.0,1.0,0.18,33645.0,1.0,,,,,0.0,2.156,0.0,,,,5640.0,,,,,,,,,,,,,""
10391975589,"Dec 16, 2023, 3:25:00 PM",BU Race,Run,"First time at the 3k, good base to start with",787,3.00,,,false,,HOKA Clifton 9,,,,787.0,787.0,3000.0,,3.812,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,15541073.0,,,,,,,,,,0.0,3.812,0.0,,,,,,,,,,,,,,,,,""
10391986974,"Dec 2, 2023, 5:00:31 PM",New Balance Race,Run,First collegiate mile,397,1.61,,,false,,HOKA Clifton 9,,,,397.0,397.0,1609.3,,4.054,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,15541073.0,,,,,,,,,,0.0,4.054,0.0,,,,,,,,,,,,,,,,,media/FE65E1BC-C236-42CD-AC92-9BDC0AF7DDAD.jpg
10394541719,"Dec 17, 2023, 12:12:43 PM",Morning Run,Run,,3093,8.29,176.0,114,false,,HOKA Clifton 9,activities/10394541719.gpx,,,3093.0,2865.0,8297.2,4.364,2.896,41.8,41.0,14.8,27.4,6.5,0.0,,,,,,165.0,,,,,,114.0,,,,,,,,,,,,,0.0,,1.0,8311.0,1702814464.0,3.0,5.7,2.7,4.0,0.89,1031.7,4.1,8.1,107.0,0.0,1702814720.0,1702847744.0,0.125,,15541073.0,0.79,5.0,0.92,29097.0,0.0,,,,,0.0,2.683,0.0,,,,8366.0,,,,,,,,,,,,,""
10400043727,"Dec 18, 2023, 2:53:21 PM",Workout in a Hurricane,Run,Got a good warmup in and 1 solid 800 before I started to get blown off the sidewalk,1883,4.08,181.0,46,false,,HOKA Clifton 9,activities/10400043727.gpx,,,1883.0,1310.0,4080.0,5.122,3.114,16.5,7.7,22.7,31.9,4.1,0.2,,,,,,161.0,,,,,,46.0,,,,,,,,,,,0.0,,0.0,,1.0,4086.6,1702908032.0,5.0,14.8,14.8,14.1,0.96,992.7,11.6,25.0,155.0,1.1,1702901120.0,1702934144.0,0.125,,15541073.0,0.97,5.0,0.99,7925.0,1.0,,,,,0.0,2.167,0.0,,,,6172.0,,,,,,,,,,,,,""
10405211264,"Dec 19, 2023, 2:42:07 PM",Morning Run,Run,"",4729,10.12,179.0,125,false,,HOKA Clifton 9,activities/10405211264.gpx,,,4729.0,3411.0,10127.9,5.11,2.969,65.4,65.4,1.2,27.0,41.7,0.0,,,,,,163.0,,,,,,125.0,,,,,,,,,,,0.0,,0.0,,1.0,10206.6,1702994432.0,3.0,6.1,3.8,1.5,0.73,1010.0,2.9,7.3,261.0,0.0,1702987520.0,1703020544.0,0.125,,15541073.0,0.0,1.0,0.81,31588.0,1.0,,,,,0.0,2.142,0.0,,,,11554.0,,,,,,,,,,,,,media/9DE0CCB2-CAAB-48DE-A5BE-326495D4872E.jpg
10410553284,"Dec 20, 2023, 3:47:59 PM",Morning Run,Run,Calf is going crazy,2841,5.73,176.0,68,false,,HOKA Clifton 9,activities/10410553284.gpx,,,2841.0,2000.0,5733.7,5.704,2.867,38.7,47.0,10.8,32.4,38.3,-0.1,,,,,,161.0,,,,,,68.0,,,,,,,,,,,0.0,,0.0,,1.0,5783.7,1703084416.0,1.0,1.2,-2.9,-4.0,0.68,1025.8,4.1,9.1,350.0,0.0,1703073920.0,1703106944.0,0.25,,15541073.0,0.0,1.0,0.28,29005.0,1.0,,,,,0.0,2.018,0.0,,,,6908.0,,,,,,,,,,,,,""
10430745126,"Dec 22, 2023, 4:01:40 PM",Lunch Run,Run,,2377,5.94,171.0,72,false,,HOKA Clifton 9,activities/10430745126.gpx,,,2377.0,2133.0,5948.4,4.04,2.789,15.0,11.6,22.7,35.6,6.8,0.1,,,,,,161.0,,,,,,72.0,,,,,,,,,,,,,0.0,,1.0,5953.1,,,,,,,,,,,,,,,,15541073.0,,,,,,,,,,0.0,2.502,0.0,,,,6072.0,,,,,,,,,,,,,""
10431105196,"Dec 24, 2023, 3:20:16 PM",Morning Ride,Ride,"",3952,13.93,172.0,81,false,,,activities/10431105196.gpx,,,3952.0,3389.0,13938.4,5.702,4.113,70.0,70.0,-9.7,24.8,49.9,0.0,,,,,,152.0,,,,,,81.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.527,0.0,,,,,,,,,,,,,,,,,media/5485BF7B-C428-49AE-8661-414729456BD0.jpg
10439740605,"Dec 26, 2023, 2:18:02 PM",Morning Ride,Ride,,2573,8.45,165.0,49,false,,,activities/10439740605.gpx,,,2573.0,2154.0,8453.0,5.774,3.924,55.0,55.9,-7.0,24.8,22.4,0.0,,,,,,150.0,,,,,,49.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.285,0.0,,,,,,,,,,,,,,,,,""
10452786158,"Dec 28, 2023, 8:26:46 PM",Afternoon Run,Run,we are so back (I hope),1853,4.86,158.0,40,false,,HOKA Clifton 9,activities/10452786158.gpx,,,1853.0,1806.0,4867.1,3.216,2.695,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,149.0,,,,,,40.0,,,,,,,,,,,0.0,,0.0,,1.0,4867.1,,,,,,,,,,,,,,,,15541073.0,,,,,,,,,,0.0,2.627,0.0,,,,4722.0,,,,,,,,,,,,,""
